id_data,id_transaksi,item,tanggal
221,T000002,BINA KIDS,5/2/2020
222,T000002,BLACKLINE,5/2/2020
223,T000002,BLESSING,5/2/2020
224,T000002,BOB BILL,5/2/2020
225,T000002,BOMBI,5/2/2020
226,T000002,BOM KIDS,5/2/2020
227,T000002,BOSHA,5/2/2020
228,T000002,C & C,5/2/2020
229,T000002,CHOCOLATE,5/2/2020
230,T000002,CHRISTA,5/2/2020
231,T000002,CICI CACA,5/2/2020
232,T000002,CITRA AGUNG,5/2/2020
233,T000002,C & J,5/2/2020
234,T000002,COLLA BEAR,5/2/2020
235,T000002,CONLIA,5/2/2020
236,T000002,CONOVA,5/2/2020
237,T000002,COTTON BAY,5/2/2020
238,T000002,COUNTRI DOY,5/2/2020
239,T000002,CR 8,5/2/2020
240,T000002,CREATIVE ING,5/2/2020
241,T000002,CROWNMAS,5/2/2020
242,T000002,DALTON,5/2/2020
243,T000002,DANCUS,5/2/2020
244,T000002,DAVICI,5/2/2020
245,T000002,DAXICLAVE,5/2/2020
246,T000002,D & C,5/2/2020
247,T000002,DCB,5/2/2020
248,T000002,DJ KIDS,5/2/2020
249,T000002,DJ ONE,5/2/2020
250,T000002,DOMINO,5/2/2020
251,T000002,DOP 69,5/2/2020
252,T000002,DRAKAR,5/2/2020
253,T000002,D & S,5/2/2020
254,T000002,DTC,5/2/2020
255,T000002,DVL,5/2/2020
256,T000002,EDIBLE CRAB,5/2/2020
257,T000002,ELNIA,5/2/2020
258,T000002,EL NIA,5/2/2020
259,T000002,ENAM SAUDARA,5/2/2020
260,T000002,ENDLESS,5/2/2020
261,T000002,EVO,5/2/2020
262,T000002,FAALKA,5/2/2020
263,T000002,FACHAI,5/2/2020
264,T000002,FILI MILI,5/2/2020
265,T000002,F ONE,5/2/2020
266,T000002,FOOT CAVER,5/2/2020
267,T000002,FOUR,5/2/2020
268,T000002,FUNKZEN,5/2/2020
269,T000002,GEGEMEIREN,5/2/2020
270,T000002,GELSI,5/2/2020
271,T000002,GEN LUIS,5/2/2020
272,T000002,GOLDEN NICK,5/2/2020
273,T000002,GREAT MALE,5/2/2020
274,T000002,GT MAN,5/2/2020
275,T000002,GUPA,5/2/2020
276,T000002,HAMSTER,5/2/2020
277,T000002,HERRA,5/2/2020
278,T000002,HERSEASON,5/2/2020
279,T000002,HOK HU,5/2/2020
280,T000002,HONGKONG,5/2/2020
281,T000002,HU 68,5/2/2020
282,T000002,IGNITE,5/2/2020
283,T000002,ILUHFA,5/2/2020
284,T000002,IMPORT,5/2/2020
285,T000002,INCOME,5/2/2020
286,T000002,IN GLAD,5/2/2020
287,T000002,INTRICT,5/2/2020
288,T000002,INVITE,5/2/2020
289,T000002,ISBATH,5/2/2020
290,T000002,JHONY,5/2/2020
291,T000002,JINGLE,5/2/2020
292,T000002,JOEYI,5/2/2020
293,T000002,JOHNSONS,5/2/2020
294,T000002,JONEA,5/2/2020
295,T000002,JONEAA,5/2/2020
296,T000002,JUFITA,5/2/2020
297,T000002,JUNYIP,5/2/2020
298,T000002,JUSTIN KIDS,5/2/2020
299,T000002,KALYA,5/2/2020
300,T000002,KANTONG BELANJA,5/2/2020
301,T000002,KATL,5/2/2020
302,T000002,KENCANA UNGU,5/2/2020
303,T000002,KENDY,5/2/2020
304,T000002,KEPTY,5/2/2020
305,T000002,KERTAS REGISTER,5/2/2020
306,T000002,KIDDO,5/2/2020
307,T000002,KIDO,5/2/2020
308,T000002,KUKU DUCK,5/2/2020
309,T000002,LEEKEP,5/2/2020
310,T000002,LEMON,5/2/2020
311,T000002,LENGKONG,5/2/2020
312,T000002,LEXI,5/2/2020
313,T000002,LEXI KIDS,5/2/2020
314,T000002,LF ALFINA,5/2/2020
315,T000002,LIASON,5/2/2020
316,T000002,LILI,5/2/2020
317,T000002,LIS,5/2/2020
318,T000002,LOGIM,5/2/2020
319,T000002,LOLYPOP,5/2/2020
320,T000002,LOVELY,5/2/2020
321,T000002,LUSTY BUNNY,5/2/2020
322,T000002,LYDYLY,5/2/2020
323,T000002,M231,5/2/2020
324,T000002,M33,5/2/2020
325,T000002,MAMBO,5/2/2020
326,T000002,MAMIMU,5/2/2020
327,T000002,MAMMON,5/2/2020
328,T000002,M&B,5/2/2020
329,T000002,MEILY,5/2/2020
330,T000002,MICHELLA,5/2/2020
331,T000002,MIKA MORA,5/2/2020
332,T000002,MIKHA,5/2/2020
333,T000002,MOMGIFT,5/2/2020
334,T000002,MOON GIRL,5/2/2020
335,T000002,MORADEZ,5/2/2020
336,T000002,MORATTA,5/2/2020
337,T000002,MRS CHOCOLATE,5/2/2020
338,T000002,MUTIA,5/2/2020
339,T000002,M ZONE,5/2/2020
340,T000002,NATHANIAH,5/2/2020
341,T000002,NAVARO,5/2/2020
342,T000002,NEW B,5/2/2020
343,T000002,NITA,5/2/2020
344,T000002,OCEAN,5/2/2020
345,T000002,OKIYO,5/2/2020
346,T000002,OPTION,5/2/2020
347,T000002,ORO BELLO,5/2/2020
348,T000002,OUTCLASS,5/2/2020
349,T000002,OZONELINE,5/2/2020
350,T000002,PAPANDA,5/2/2020
351,T000002,PASSHOP,5/2/2020
352,T000002,PIERE NADIN,5/2/2020
353,T000002,PIGANO,5/2/2020
354,T000002,PINSON,5/2/2020
355,T000002,PITA REGISTER,5/2/2020
356,T000002,PUBLIC,5/2/2020
357,T000002,PUMPKIN,5/2/2020
358,T000002,QUEEN,5/2/2020
359,T000002,RECOMENT,5/2/2020
360,T000002,REDZONE,5/2/2020
361,T000002,RELVIN,5/2/2020
362,T000002,RIA BATIK,5/2/2020
363,T000002,RIA JAYA,5/2/2020
364,T000002,RIDER,5/2/2020
365,T000002,RIVENDELL,5/2/2020
366,T000002,ROCKET,5/2/2020
367,T000002,ROXELD,5/2/2020
368,T000002,RUN AWAY,5/2/2020
369,T000002,SAM N GRACE,5/2/2020
370,T000002,SCELTA,5/2/2020
371,T000002,SEASON,5/2/2020
372,T000002,SELICA,5/2/2020
373,T000002,SEM,5/2/2020
374,T000002,SENKONG,5/2/2020
375,T000002,SHAKIRA,5/2/2020
376,T000002,SHINTA THALIA,5/2/2020
377,T000002,SHIRTOLOGY,5/2/2020
378,T000002,SIAUSAN,5/2/2020
379,T000002,SIMIQI,5/2/2020
380,T000002,SINAR MAKMUR,5/2/2020
381,T000002,SINFUNG,5/2/2020
382,T000002,SINGHO,5/2/2020
383,T000002,SKYGEN,5/2/2020
384,T000002,SOREX,5/2/2020
385,T000002,STABLE,5/2/2020
386,T000002,SUMBER MAS,5/2/2020
387,T000002,SUN CITY,5/2/2020
388,T000002,SUPER KIDZ,5/2/2020
389,T000002,SYAHRIL RUSLI,5/2/2020
390,T000002,SYL,5/2/2020
391,T000002,THATYA ,5/2/2020
392,T000002,THREE,5/2/2020
393,T000002,TIC TAC,5/2/2020
394,T000002,TOP FASHION,5/2/2020
395,T000002,TOTOLAY,5/2/2020
396,T000002,TRIPLE M,5/2/2020
397,T000002,TWO JUMBO,5/2/2020
398,T000002,UIS,5/2/2020
399,T000002,UL KIDS,5/2/2020
400,T000002,U RIGHT,5/2/2020
401,T000002,VAVA,5/2/2020
402,T000002,VENESSA,5/2/2020
403,T000002,VENNY,5/2/2020
404,T000002,W2000,5/2/2020
405,T000002,WENDY,5/2/2020
406,T000002,WINPU,5/2/2020
407,T000002,WINS COLLECTION,5/2/2020
408,T000002,WINTOP,5/2/2020
409,T000002,WONKA,5/2/2020
410,T000002,YEFFA,5/2/2020
411,T000002,YOUR BEST,5/2/2020
412,T000002,YS,5/2/2020
413,T000002,YUTIND,5/2/2020
414,T000002,ZABRAN,5/2/2020
415,T000002,ZAZA,5/2/2020
416,T000002,ZUCCHINI,5/2/2020
417,T000003,3 PANK,5/3/2020
418,T000003,ADIYAT,5/3/2020
419,T000003,AG,5/3/2020
420,T000003,AGREE,5/3/2020
421,T000003,AGREE KIDS,5/3/2020
422,T000003,ALENA,5/3/2020
423,T000003,ALFA,5/3/2020
424,T000003,ALFINA,5/3/2020
425,T000003,ALGIM,5/3/2020
426,T000003,AL HUDA,5/3/2020
427,T000003,ALISAN,5/3/2020
428,T000003,ALKALINE,5/3/2020
429,T000003,AL LUTHFI,5/3/2020
430,T000003,ANDREAN,5/3/2020
431,T000003,AYURA,5/3/2020
432,T000003,AZARA,5/3/2020
433,T000003,AZZURA,5/3/2020
434,T000003,BASTOH,5/3/2020
435,T000003,BENEVIS,5/3/2020
436,T000003,BINA KIDS,5/3/2020
437,T000003,BLACKHOAX,5/3/2020
438,T000003,BLACKLINE,5/3/2020
439,T000003,BLESSING,5/3/2020
440,T000003,BNG,5/3/2020
441,T000003,BOB BILL,5/3/2020
442,T000003,BOMBI,5/3/2020
443,T000003,BOM KIDS,5/3/2020
444,T000003,BOSHA,5/3/2020
445,T000003,CAMOMILE,5/3/2020
446,T000003,CAMPUR,5/3/2020
447,T000003,C & C,5/3/2020
448,T000003,CELLO KIDS,5/3/2020
449,T000003,CENDANA,5/3/2020
450,T000003,CENELEA,5/3/2020
451,T000003,CHRISTA,5/3/2020
452,T000003,CICI CACA,5/3/2020
453,T000003,CITRA AGUNG,5/3/2020
454,T000003,COLLA BEAR,5/3/2020
455,T000003,CONOVA,5/3/2020
456,T000003,COUNTRI DOY,5/3/2020
457,T000003,CR 8,5/3/2020
458,T000003,CREATIVE ING,5/3/2020
459,T000003,CROWNMAS,5/3/2020
460,T000003,CRV,5/3/2020
461,T000003,DALTON,5/3/2020
462,T000003,DANCUS,5/3/2020
463,T000003,DAVICI,5/3/2020
464,T000003,DAXICLAVE,5/3/2020
465,T000003,D & C,5/3/2020
466,T000003,DCB,5/3/2020
467,T000003,DIANA,5/3/2020
468,T000003,DINU,5/3/2020
469,T000003,DJ KIDS,5/3/2020
470,T000003,DOMINO,5/3/2020
471,T000003,D ONE,5/3/2020
472,T000003,DOP 69,5/3/2020
473,T000003,DRAKAR,5/3/2020
474,T000003,D & S,5/3/2020
475,T000003,DTC,5/3/2020
476,T000003,DUCHIES,5/3/2020
477,T000003,EDIBLE CRAB,5/3/2020
478,T000003,ELNIA,5/3/2020
479,T000003,EXPLOSION,5/3/2020
480,T000003,FACHAI,5/3/2020
481,T000003,FASEN,5/3/2020
482,T000003,FILI MILI,5/3/2020
483,T000003,F ONE,5/3/2020
484,T000003,FOOT CAVER,5/3/2020
485,T000003,GELSI,5/3/2020
486,T000003,GEN LUIS,5/3/2020
487,T000003,GLORY,5/3/2020
488,T000003,GOLDEN NICK,5/3/2020
489,T000003,GT MAN,5/3/2020
490,T000003,GUPA,5/3/2020
491,T000003,HAMSTER,5/3/2020
492,T000003,HARDY KIDS,5/3/2020
493,T000003,HD,5/3/2020
494,T000003,HERRA,5/3/2020
495,T000003,HERSEASON,5/3/2020
496,T000003,HING S,5/3/2020
497,T000003,HOK HU,5/3/2020
498,T000003,HONGKONG,5/3/2020
499,T000003,HU 68,5/3/2020
500,T000003,IDEAL,5/3/2020
501,T000003,IGNITE,5/3/2020
502,T000003,ILUHFA,5/3/2020
503,T000003,INCOME,5/3/2020
504,T000003,IN GLAD,5/3/2020
505,T000003,INTRICT,5/3/2020
506,T000003,INVITE,5/3/2020
507,T000003,IRLIE,5/3/2020
508,T000003,ISBATH,5/3/2020
509,T000003,JAVI,5/3/2020
510,T000003,JHONY,5/3/2020
511,T000003,JINGLE,5/3/2020
512,T000003,JONEA,5/3/2020
513,T000003,JONEAA,5/3/2020
514,T000003,JUFITA,5/3/2020
515,T000003,JUNYIP,5/3/2020
516,T000003,JUSTIN KIDS,5/3/2020
517,T000003,KALYA,5/3/2020
518,T000003,KANTONG BELANJA,5/3/2020
519,T000003,KATL,5/3/2020
520,T000003,KENCANA UNGU,5/3/2020
521,T000003,KENDY,5/3/2020
522,T000003,KEPTY,5/3/2020
523,T000003,KERTAS REGISTER,5/3/2020
524,T000003,KIDO,5/3/2020
525,T000003,KIKI LILI,5/3/2020
526,T000003,KUKU DUCK,5/3/2020
527,T000003,KYOTO,5/3/2020
528,T000003,LEEKEP,5/3/2020
529,T000003,LEMON,5/3/2020
530,T000003,LENGKONG,5/3/2020
531,T000003,LEXI,5/3/2020
532,T000003,LEXI KIDS,5/3/2020
533,T000003,LF ALFINA,5/3/2020
534,T000003,LIANGYIBAO,5/3/2020
535,T000003,LIASON,5/3/2020
536,T000003,LIS,5/3/2020
537,T000003,LITTLE LAMB,5/3/2020
538,T000003,LOGIM,5/3/2020
539,T000003,LOLYPOP,5/3/2020
540,T000003,LOVELY TERRY,5/3/2020
541,T000003,LYDYLY,5/3/2020
542,T000003,M231,5/3/2020
543,T000003,M33,5/3/2020
544,T000003,MAMBO,5/3/2020
545,T000003,MAMIMU,5/3/2020
546,T000003,MAMMON,5/3/2020
547,T000003,MANGGA,5/3/2020
548,T000003,M&B,5/3/2020
549,T000003,MEILY,5/3/2020
550,T000003,MICHELLA,5/3/2020
551,T000003,MIKA MORA,5/3/2020
552,T000003,MIKHA,5/3/2020
553,T000003,MOMGIFT,5/3/2020
554,T000003,MOON GIRL,5/3/2020
555,T000003,MORATTA,5/3/2020
556,T000003,MUTIA,5/3/2020
557,T000003,M ZONE,5/3/2020
558,T000003,NATHANIAH,5/3/2020
559,T000003,NAVARO,5/3/2020
560,T000003,NEW B,5/3/2020
561,T000003,NICE KIDS,5/3/2020
562,T000003,NOW,5/3/2020
563,T000003,OCEAN,5/3/2020
564,T000003,ODA,5/3/2020
565,T000003,OKIYO,5/3/2020
566,T000003,OPTION,5/3/2020
567,T000003,OUTCLASS,5/3/2020
568,T000003,OZONELINE,5/3/2020
569,T000003,PASSHOP,5/3/2020
570,T000003,PENTHOUSE,5/3/2020
571,T000003,PIERE NADIN,5/3/2020
572,T000003,PIGANO,5/3/2020
573,T000003,PINSON,5/3/2020
574,T000003,PLAYBOYS,5/3/2020
575,T000003,PLAY HOUS CLUB,5/3/2020
576,T000003,PRETTY CUTE,5/3/2020
577,T000003,PUBLIC,5/3/2020
578,T000003,PUMPKIN,5/3/2020
579,T000003,QA,5/3/2020
580,T000003,QUEEN,5/3/2020
581,T000003,RECOMENT,5/3/2020
582,T000003,REDZONE,5/3/2020
583,T000003,RELVIN,5/3/2020
584,T000003,RIA JAYA,5/3/2020
585,T000003,RIVENDELL,5/3/2020
586,T000003,ROXELD,5/3/2020
587,T000003,RUN AWAY,5/3/2020
588,T000003,SAM N GRACE,5/3/2020
589,T000003,SCELTA,5/3/2020
590,T000003,SEASON,5/3/2020
591,T000003,SELICA,5/3/2020
592,T000003,SEM,5/3/2020
593,T000003,SENKONG,5/3/2020
594,T000003,SHAKIRA,5/3/2020
595,T000003,SIAUSAN,5/3/2020
596,T000003,SINAR MAKMUR,5/3/2020
597,T000003,SINFUNG,5/3/2020
598,T000003,SINTA THALIA,5/3/2020
599,T000003,SKYGEN,5/3/2020
600,T000003,SOREX,5/3/2020
601,T000003,SP,5/3/2020
602,T000003,SPORT KID,5/3/2020
603,T000003,STABLE,5/3/2020
604,T000003,STATIONARY,5/3/2020
605,T000003,SUMBER MAS,5/3/2020
606,T000003,SUN CITY,5/3/2020
607,T000003,SUNNY,5/3/2020
608,T000003,SUPER KIDZ,5/3/2020
609,T000003,SYAHRIL RUSLI,5/3/2020
610,T000003,SYL,5/3/2020
611,T000003,TAFT KIDS,5/3/2020
612,T000003,TANPA MERK,5/3/2020
613,T000003,TARA,5/3/2020
614,T000003,TERRYBAYBABY,5/3/2020
615,T000003,TERRY PALMER,5/3/2020
616,T000003,THATYA ,5/3/2020
617,T000003,THREE,5/3/2020
618,T000003,TIC TAC,5/3/2020
619,T000003,TOP FASHION,5/3/2020
620,T000003,TWIN,5/3/2020
621,T000003,TWO JUMBO,5/3/2020
622,T000003,UIS,5/3/2020
623,T000003,UL KIDS,5/3/2020
624,T000003,U RIGHT,5/3/2020
625,T000003,VAVA,5/3/2020
626,T000003,VENESSA,5/3/2020
627,T000003,VIRON,5/3/2020
628,T000003,W2000,5/3/2020
629,T000003,WENDY,5/3/2020
630,T000003,WINPU,5/3/2020
631,T000003,WINS COLLECTION,5/3/2020
632,T000003,WINTOP,5/3/2020
633,T000003,WONKA,5/3/2020
634,T000003,X SOUL,5/3/2020
635,T000003,YALE,5/3/2020
636,T000003,YEFFA,5/3/2020
637,T000003,YOUR BEST,5/3/2020
638,T000003,YS,5/3/2020
639,T000003,YUTIND,5/3/2020
640,T000003,ZABRAN,5/3/2020
641,T000003,ZAYNA,5/3/2020
642,T000003,ZUCCHINI,5/3/2020
643,T000004,3 PANK,5/4/2020
644,T000004,ADIYAT,5/4/2020
645,T000004,ADONIS,5/4/2020
646,T000004,AG,5/4/2020
647,T000004,AGREE,5/4/2020
648,T000004,AGREE KIDS,5/4/2020
649,T000004,AKBAR,5/4/2020
650,T000004,ALENA,5/4/2020
651,T000004,ALFA,5/4/2020
652,T000004,ALGIM,5/4/2020
653,T000004,AL HUDA,5/4/2020
654,T000004,ALISAN,5/4/2020
655,T000004,ALKALINE,5/4/2020
656,T000004,AL LUTHFI,5/4/2020
657,T000004,ANDREAN,5/4/2020
658,T000004,AYURA,5/4/2020
659,T000004,AZZURA,5/4/2020
660,T000004,BANKERS,5/4/2020
661,T000004,BASTOH,5/4/2020
662,T000004,BELLE,5/4/2020
663,T000004,BENEVIS,5/4/2020
664,T000004,BINA KIDS,5/4/2020
665,T000004,BLACKLINE,5/4/2020
666,T000004,BLESSING,5/4/2020
667,T000004,BLUBERRY,5/4/2020
668,T000004,BNG,5/4/2020
669,T000004,BOB BILL,5/4/2020
670,T000004,BOMBI,5/4/2020
671,T000004,BOM KIDS,5/4/2020
672,T000004,BOSHA,5/4/2020
673,T000004,CAMOMILE,5/4/2020
674,T000004,CAMPUR,5/4/2020
675,T000004,C & C,5/4/2020
676,T000004,CENELEA,5/4/2020
677,T000004,CHRISTA,5/4/2020
678,T000004,CICI CACA,5/4/2020
679,T000004,CITRA AGUNG,5/4/2020
680,T000004,C & J,5/4/2020
681,T000004,COLLA BEAR,5/4/2020
682,T000004,CONOVA,5/4/2020
683,T000004,COUNTRI DOY,5/4/2020
684,T000004,CR 8,5/4/2020
685,T000004,CREATIVE ING,5/4/2020
686,T000004,CROWNMAS,5/4/2020
687,T000004,DAIFUNA,5/4/2020
688,T000004,DALTON,5/4/2020
689,T000004,DANCUS,5/4/2020
690,T000004,DAVICI,5/4/2020
691,T000004,DAXICLAVE,5/4/2020
692,T000004,D & C,5/4/2020
693,T000004,DCB,5/4/2020
694,T000004,DIANA,5/4/2020
695,T000004,DIVES,5/4/2020
696,T000004,DJ KIDS,5/4/2020
697,T000004,DOMINO,5/4/2020
698,T000004,D ONE,5/4/2020
699,T000004,D & S,5/4/2020
700,T000004,DTC,5/4/2020
701,T000004,DUCHIES,5/4/2020
702,T000004,EDIBLE CRAB,5/4/2020
703,T000004,ELNIA,5/4/2020
704,T000004,EXPLOSION,5/4/2020
705,T000004,FACHAI,5/4/2020
706,T000004,FILI MILI,5/4/2020
707,T000004,F ONE,5/4/2020
708,T000004,GELSI,5/4/2020
709,T000004,GEN LUIS,5/4/2020
710,T000004,GOLDEN NICK,5/4/2020
711,T000004,GUPA,5/4/2020
712,T000004,HAMSTER,5/4/2020
713,T000004,HERRA,5/4/2020
