id_data,id_transaksi,item,tanggal
242,T000098,Roti Hotdog,
243,T000098,Croissant Cokelat,
244,T000099,Croissant Butter,
245,T000099,Croissant Cokelat,
246,T000099,Danis Kismis,
247,T000100,Roti Abon Ayam,
248,T000100,Roti Bluberry,
249,T000100,Roti Cokelat Chips,
250,T000101,Roti Cokelat Dream,
251,T000101,Roti Ayam Lemper,
252,T000102,Roti Abon Ayam,
253,T000102,Roti Pisang Cokelat,
254,T000103,American Bread,
255,T000103,American Bread,
256,T000104,Tawar Kupas Kulit,
257,T000104,Tawar Besar,
258,T000105,Tawar Kupas Kulit,
259,T000105,Tawar Casino,
260,T000106,Roti Abon Ayam,
261,T000106,Roti Cokelat,
262,T000106,Tawar Besar,
263,T000107,Roti Custrad,
264,T000107,Tawar Kupas Kulit,
265,T000108,Roti Sisir,
266,T000108,Roti Srikaya,
267,T000109,Roti Coffee,
268,T000109,Roti Keju Manis,
269,T000110,Tawar Kupas Kulit,
270,T000110,Roti Burger,
271,T000111,Tawar Keju Cokelat,
272,T000111,Roti Keju Manis,
273,T000112,Tawar Kupas Kulit,
274,T000112,Roti Panggang,
275,T000113,Tawar Kupas Kulit,
276,T000113,Roti Custrad,
277,T000113,Roti Abon Ayam,
278,T000114,Tawar Kecil,
279,T000114,Tawar Kupas Kulit,
280,T000115,Roti Burger,
281,T000115,Roti Hotdog,
282,T000115,Croissant Cokelat,
283,T000116,Croissant Butter,
284,T000116,Croissant Cokelat,
285,T000116,Danis Kismis,
286,T000117,Roti Ayam Lemper,
287,T000117,Roti Bluberry,
288,T000117,Roti Cokelat Chips,
289,T000118,Flax Sead,
290,T000118,American Bread,
291,T000119,Roti Panggang,
292,T000119,Tawar Kupas Kulit,
293,T000119,Roti Hotdog,
294,T000120,Roti Coffee,
295,T000120,Roti Cokelat,
296,T000120,Roti Srikaya,
297,T000121,Tawar Besar,
298,T000121,Tawar Gandum,
299,T000122,Tawar Besar,
300,T000122,Tawar Kupas Kulit,
301,T000123,Tawar Kupas Kulit,
302,T000123,Tawar Casino,
303,T000124,Tawar Gandum,
304,T000124,Tawar Kismis,
305,T000124,Tawar Kupas Kulit,
306,T000125,Roti Kacang Merah,
307,T000125,Roti Kari Ayam,
308,T000126,Tawar Casino,
309,T000126,Tawar Keju Cokelat,
310,T000127,Roti Ayam Lemper,
311,T000127,Roti Cokelat,
312,T000127,Roti Keju Manis,
313,T000128,American Bread,
314,T000128,Tawar Kismis,
315,T000129,Tawar Kupas Kulit,
316,T000129,American Bread,
317,T000130,Flax Sead,
318,T000130,Roti Keju Manis,
319,T000131,Tawar Gandum,
320,T000131,Tawar Kismis,
321,T000132,Tawar Kupas Kulit,
322,T000132,Tawar Gandum,
323,T000133,Croissant Cokelat,
324,T000133,Roti Keju Manis,
325,T000134,American Bread,
326,T000134,Roti Nenas,
327,T000134,Roti Coffee,
328,T000135,Roti Mocca,
329,T000135,Roti Kari Ayam,
330,T000136,Tawar Gandum,
331,T000136,Tawar Kismis,
332,T000136,Tawar Kupas Kulit,
333,T000137,Roti Abon Ayam,
334,T000137,Roti Mocca,
335,T000138,Roti Nenas,
336,T000138,Roti Pisang Cokelat,
337,T000139,Roti Panggang,
338,T000139,Tawar Kupas Kulit,
339,T000140,Roti Burger,
340,T000140,Roti Hotdog,
341,T000141,Tawar Gandum,
342,T000141,Tawar Casino,
343,T000142,Roti Burger,
344,T000142,Tawar Kupas Kulit,
345,T000143,Danis Kismis,
346,T000143,Croissant Cokelat,
347,T000144,Tawar Morning,
348,T000144,Tawar Kupas Kulit,
349,T000145,Roti Srikaya,
350,T000145,Tawar Besar,
351,T000146,Tawar Kupas Kulit,
352,T000146,Roti Burger,
353,T000147,Danis Kismis,
354,T000147,Croissant Cokelat,
355,T000148,Tawar Besar,
356,T000148,Tawar Morning,
357,T000149,Roti Kari Ayam,
358,T000149,Roti Ayam Lemper,
359,T000150,Roti Panggang,
360,T000150,Tawar Kupas Kulit,
361,T000150,Roti Hotdog,
362,T000151,Roti Nenas,
363,T000151,Roti Kelapa Inti,
364,T000152,Roti Mocca,
365,T000152,Roti Nenas,
366,T000152,Roti Custrad,
367,T000153,Roti Mocca,
368,T000153,Roti Kacang Cokelat,
369,T000154,Roti Custrad,
370,T000154,Roti Kacang Cokelat,
371,T000154,Roti Keju Manis,
372,T000155,Roti Panggang,
373,T000155,Roti Burger,
374,T000156,Tawar Keju Cokelat,
375,T000156,Tawar Kismis,
376,T000157,Roti Burger,
377,T000157,Roti Hotdog,
378,T000158,Roti Tuna,
379,T000158,Roti Sardencis,
380,T000159,Croissant Cokelat,
381,T000159,Croissant Butter,
382,T000159,Tawar Kupas Kulit,
383,T000160,Danis Kismis,
384,T000160,Croissant Cokelat,
385,T000160,Roti Burger,
386,T000161,Tawar Morning,
387,T000161,American Bread,
388,T000162,Roti Abon Ayam,
389,T000162,Roti Ayam Lemper,
390,T000162,Roti Cokelat Dream,
391,T000163,Tawar Kupas Kulit,
392,T000163,Roti Burger,
393,T000163,Roti Hotdog,
394,T000163,American Bread,
395,T000164,Roti Pisang Cokelat,
396,T000164,Croissant Cokelat,
397,T000164,Roti Jagung,
398,T000164,Roti Ayam Lemper,
399,T000165,Tawar Morning,
400,T000165,Tawar Kupas Kulit,
401,T000165,Roti Kacang Cokelat,
402,T000166,Tawar Kupas Kulit,
403,T000166,Tawar Gandum,
404,T000166,Tawar Kismis,
405,T000167,Tawar Kupas Kulit,
406,T000167,Tawar Besar,
407,T000168,Tawar Besar,
408,T000168,Tawar Kismis,
409,T000169,Tawar Kismis,
410,T000169,Tawar Gandum,
411,T000169,Tawar Keju Cokelat,
412,T000170,Tawar Besar,
413,T000170,Tawar Casino,
414,T000170,Tawar Kupas Kulit,
415,T000171,Tawar Keju Cokelat,
416,T000171,Tawar Kupas Kulit,
417,T000172,Roti Panggang,
418,T000172,Tawar Kupas Kulit,
419,T000173,Roti Cokelat Dream,
420,T000173,Roti Coffee,
421,T000173,Roti Cokelat,
422,T000173,Roti Srikaya,
423,T000173,Roti Kacang Merah,
424,T000174,Tawar Kupas Kulit,
425,T000174,Tawar Besar,
426,T000174,Tawar Gandum,
427,T000175,Tawar Besar,
428,T000175,Tawar Kupas Kulit,
429,T000176,Tawar Kupas Kulit,
430,T000176,Tawar Casino,
431,T000177,Tawar Gandum,
432,T000177,Tawar Kismis,
433,T000177,Tawar Kupas Kulit,
434,T000178,Roti Kacang Merah,
435,T000178,Roti Kari Ayam,
436,T000179,Croissant Cokelat,
437,T000179,Croissant Butter,
438,T000179,Tawar Kupas Kulit,
439,T000180,Roti Nenas,
440,T000180,Roti Kelapa Inti,
441,T000181,Roti Mocca,
442,T000181,Roti Nenas,
443,T000181,Roti Custrad,
444,T000182,Tawar Casino,
445,T000182,Tawar Keju Cokelat,
446,T000182,Tawar Kupas Kulit,
447,T000183,Tawar Kupas Kulit,
448,T000183,Roti Burger,
449,T000183,Roti Hotdog,
450,T000184,Tawar Keju Cokelat,
451,T000184,Roti Keju Manis,
452,T000185,Tawar Kupas Kulit,
453,T000185,Roti Panggang,
454,T000186,Tawar Kupas Kulit,
455,T000186,Roti Custrad,
456,T000186,Roti Abon Ayam,
457,T000187,Roti Pisang Cokelat,
458,T000187,Roti Ayam Lemper,
459,T000188,Tawar Morning,
460,T000188,Tawar Kupas Kulit,
461,T000189,Tawar Kupas Kulit,
462,T000189,Tawar Gandum,
463,T000190,Tawar Kupas Kulit,
464,T000190,Tawar Besar,
465,T000191,Roti Burger,
466,T000191,American Bread,
467,T000192,Croissant Butter,
468,T000192,Roti Burger,
469,T000193,Danis Kismis,
470,T000193,Croissant Cokelat,
471,T000194,Roti Cokelat Dream,
472,T000194,Roti Kari Ayam,
473,T000194,American Bread,
474,T000195,Roti Mocca,
475,T000195,Roti Ayam Lemper,
476,T000195,Tawar Kupas Kulit,
477,T000196,Tawar Kismis,
478,T000196,Tawar Besar,
479,T000197,Roti Pisang Cokelat,
480,T000197,Roti Ayam Lemper,
481,T000198,Tawar Morning,
482,T000198,Tawar Kupas Kulit,
483,T000199,Tawar Kupas Kulit,
484,T000199,Tawar Gandum,
485,T000199,Tawar Kismis,
486,T000200,Roti Mocca,
487,T000200,Tawar Besar,
488,T000201,Roti Panggang,
489,T000201,Tawar Kupas Kulit,
490,T000201,Roti Hotdog,
491,T000202,Roti Coffee,
492,T000202,Roti Cokelat,
493,T000202,Roti Srikaya,
494,T000202,Roti Kacang Merah,
495,T000203,Tawar Kupas Kulit,
496,T000203,Tawar Besar,
497,T000203,Tawar Gandum,
498,T000204,Tawar Kupas Kulit,
499,T000204,Tawar Besar,
500,T000205,Tawar Kupas Kulit,
501,T000205,Tawar Casino,
502,T000206,Roti Mocca,
503,T000206,Roti Kelapa Inti,
504,T000206,Roti Keju Manis,
505,T000207,Roti Coffee,
506,T000207,Roti Cokelat Dream,
507,T000208,Roti Custrad,
508,T000208,Roti Kacang Cokelat,
509,T000209,Roti Sardencis,
510,T000209,Roti Kari Ayam,
511,T000210,Croissant Cokelat,
512,T000210,Danis Kismis,
513,T000211,Flax Sead,
514,T000211,American Cheese,
515,T000212,Tawar Besar,
516,T000212,Tawar Kupas Kulit,
517,T000213,Tawar Kupas Kulit,
518,T000213,Tawar Casino,
519,T000214,Croissant Butter,
520,T000214,Croissant Cokelat,
521,T000215,Roti Coffee,
522,T000215,Roti Mocca,
523,T000215,Roti Srikaya,
524,T000216,Roti Melon,
525,T000216,Roti Polo Cokelat,
526,T000217,Tawar Besar,
527,T000217,Tawar Casino,
528,T000218,Tawar Kupas Kulit,
529,T000218,Roti Kelapa,
530,T000218,Roti Burger,
531,T000219,Roti Panggang,
532,T000219,Roti Kacang Cokelat,
533,T000220,Roti Burger,
534,T000220,Tawar Kismis,
535,T000221,Roti Burger,
536,T000221,Tawar Kupas Kulit,
537,T000222,Danis Kismis,
538,T000222,Croissant Cokelat,
539,T000223,Tawar Morning,
540,T000223,Tawar Kupas Kulit,
541,T000224,Roti Srikaya,
542,T000224,Tawar Besar,
543,T000225,Roti Cokelat Dream,
544,T000225,Roti Abon Ayam,
545,T000226,Roti Abon Ayam,
546,T000226,Roti Keju Manis,
547,T000227,Roti Pisang Cokelat,
548,T000227,Roti Mocca,
549,T000228,Tawar Besar,
550,T000228,Tawar Gandum,
551,T000229,Tawar Kupas Kulit,
552,T000229,Tawar Besar,
553,T000230,American Cheese,
554,T000230,American Bread,
555,T000231,Croissant Cokelat,
556,T000231,Croissant Butter,
557,T000232,Tawar Gandum,
558,T000232,Tawar Kismis,
559,T000233,Roti Kelapa Inti,
560,T000233,Roti Mocca,
561,T000234,Roti Sisir,
562,T000234,Roti Panggang,
563,T000235,Tawar Kupas Kulit,
564,T000235,Tawar Besar,
565,T000236,Tawar Kupas Kulit,
566,T000236,Tawar Besar,
567,T000237,Roti Srikaya,
568,T000237,Roti Polo Cokelat,
569,T000238,Roti Kacang Merah,
570,T000238,Roti Abon Ayam,
571,T000239,Roti Cokelat,
572,T000239,Roti Mocca,
573,T000240,Roti Coffee,
574,T000240,Roti Mocca,
575,T000240,Roti Srikaya,
576,T000241,Roti Burger,
577,T000241,Roti Hotdog,
578,T000242,Croissant Cokelat,
579,T000242,Danis Kismis,
580,T000243,Roti Panggang,
581,T000243,Tawar Kupas Kulit,
582,T000243,Roti Hotdog,
583,T000244,Roti Coffee,
584,T000244,Roti Cokelat,
585,T000244,Roti Srikaya,
586,T000245,Tawar Kupas Kulit,
587,T000245,Tawar Besar,
588,T000245,Tawar Gandum,
589,T000246,Tawar Besar,
590,T000246,Tawar Kupas Kulit,
591,T000247,Tawar Kupas Kulit,
592,T000247,Tawar Casino,
593,T000248,Tawar Gandum,
594,T000248,Tawar Kismis,
595,T000248,Tawar Kupas Kulit,
596,T000249,Roti Kacang Merah,
597,T000249,Roti Kari Ayam,
598,T000249,Roti Nenas,
599,T000250,Tawar Keju Cokelat,
600,T000250,Roti Keju Manis,
601,T000251,Tawar Kupas Kulit,
602,T000251,Tawar Casino,
603,T000252,Roti Mocca,
604,T000252,Roti Nenas,
605,T000252,Roti Kari Ayam,
606,T000253,Roti Cokelat Dream,
607,T000253,Roti Keju Manis,
608,T000253,Roti Kelapa,
609,T000254,Roti Pisang Cokelat,
610,T000254,Roti Kelapa Inti,
611,T000255,Roti Sisir,
612,T000255,Roti Abon Ayam,
613,T000256,Tawar Gandum,
614,T000256,Tawar Kismis,
615,T000257,Tawar Keju Cokelat,
616,T000257,Roti Keju Manis,
617,T000258,American Bread,
618,T000258,Flax Sead,
619,T000259,Roti Cokelat Chips,
620,T000259,Roti Kelapa,
621,T000259,Roti Ayam Lemper,
622,T000260,Tawar Besar,
623,T000260,Tawar Kecil,
624,T000261,Tawar Kupas Kulit,
625,T000261,Tawar Gandum,
626,T000262,Tawar Keju Cokelat,
627,T000262,Tawar Kismis,
628,T000263,Tawar Morning,
629,T000263,Tawar Besar,
630,T000264,Roti Nenas,
631,T000264,Roti Kelapa Inti,
632,T000265,Roti Mocca,
633,T000265,Roti Nenas,
634,T000265,Roti Custrad,
635,T000266,Roti Mocca,
636,T000266,Roti Kacang Cokelat,
637,T000267,Tawar Kupas Kulit,
638,T000267,Tawar Besar,
639,T000268,American Bread,
640,T000268,American Cheese,
641,T000269,Croissant Cokelat,
642,T000269,Croissant Butter,
643,T000270,Tawar Gandum,
644,T000270,Tawar Kismis,
645,T000271,Roti Kelapa Inti,
646,T000271,Roti Mocca,
647,T000272,Roti Sisir,
648,T000272,Roti Panggang,
649,T000273,Tawar Kupas Kulit,
650,T000273,Tawar Besar,
651,T000274,Tawar Keju Cokelat,
652,T000274,Tawar Kismis,
653,T000275,Croissant Butter,
654,T000275,Danis Kismis,
655,T000276,American Cheese,
656,T000276,American Bread,
657,T000277,Tawar Kupas Kulit,
658,T000277,Tawar Kecil,
659,T000278,Roti Tuna,
660,T000278,Roti Kelapa Inti,
661,T000278,Roti Ayam Lemper,
662,T000279,Flax Sead,
663,T000279,American Cheese,
664,T000280,Tawar Kismis,
665,T000280,Tawar Gandum,
666,T000281,Tawar Kupas Kulit,
667,T000281,Tawar Besar,
668,T000282,Tawar Kecil,
669,T000282,Tawar Casino,
670,T000283,Tawar Besar,
671,T000283,Tawar Kecil,
672,T000284,American Cheese,
673,T000284,American Bread,
674,T000285,Flax Sead,
675,T000285,American Cheese,
676,T000286,Roti Abon Ayam,
677,T000286,Roti Mocca,
678,T000287,Roti Kelapa,
679,T000287,Roti Srikaya,
680,T000287,Roti Coffee,
681,T000288,Roti Burger,
682,T000288,Roti Hotdog,
683,T000289,Croissant Butter,
684,T000289,Danis Kismis,
685,T000290,Tawar Keju Cokelat,
686,T000290,Tawar Besar,
687,T000291,Roti Sisir,
688,T000291,Roti Panggang,
689,T000292,Tawar Morning,
690,T000292,Tawar Besar,
691,T000293,Roti Keju Manis,
692,T000293,Roti Coffee,
693,T000294,Roti Bluberry,
694,T000294,Roti Melon,
695,T000294,Roti Polo Cokelat,
696,T000295,Roti Panggang,
697,T000295,Roti Keju Manis,
698,T000296,American Cheese,
699,T000296,American Bread,
700,T000297,Roti Kacang Merah,
701,T000297,Roti Kari Ayam,
702,T000298,Roti Abon Ayam,
703,T000298,Roti Melon,
704,T000299,Roti Burger,
705,T000299,Roti Hotdog,
706,T000300,Croissant Butter,
707,T000300,Croissant Cokelat,
708,T000301,Tawar Keju Cokelat,
709,T000301,Roti Keju Manis,
710,T000302,Tawar Kupas Kulit,
711,T000302,Tawar Casino,
712,T000303,Roti Mocca,
713,T000303,Roti Nenas,
714,T000303,Roti Kari Ayam,
715,T000304,Roti Cokelat Dream,
716,T000304,Roti Keju Manis,
717,T000304,Roti Kelapa,
718,T000305,Roti Pisang Cokelat,
719,T000305,Roti Kelapa Inti,
720,T000306,Roti Sisir,
721,T000306,Roti Abon Ayam,
722,T000307,Tawar Gandum,
723,T000307,Tawar Kismis,
724,T000308,Tawar Keju Cokelat,
725,T000308,Roti Keju Manis,
726,T000309,American Bread,
727,T000309,Flax Sead,
728,T000310,Roti Cokelat Chips,
729,T000310,Roti Kelapa,
730,T000310,Roti Ayam Lemper,
731,T000311,Tawar Besar,
732,T000311,Tawar Kecil,
733,T000312,Tawar Kupas Kulit,
734,T000312,Tawar Gandum,
735,T000313,Tawar Keju Cokelat,
736,T000313,Tawar Kismis,
737,T000314,Tawar Morning,
738,T000314,Tawar Besar,
739,T000315,Roti Keju Manis,
740,T000315,Roti Coffee,
741,T000316,Roti Bluberry,
742,T000316,Roti Melon,
743,T000316,Roti Polo Cokelat,
744,T000317,Roti Panggang,
745,T000317,Roti Keju Manis,
746,T000318,American Cheese,
747,T000318,American Bread,
748,T000319,Roti Kacang Merah,
749,T000319,Roti Kari Ayam,
750,T000320,Roti Abon Ayam,
751,T000320,Roti Melon,
752,T000321,Roti Kacang Cokelat,
753,T000321,Tawar Kupas Kulit,
754,T000322,Roti Sisir,
755,T000322,Roti Abon Ayam,
756,T000323,Roti Custrad,
757,T000323,Roti Sardencis,
758,T000324,Roti Burger,
759,T000324,Roti Hotdog,
760,T000325,Roti Panggang,
761,T000325,Tawar Kupas Kulit,
762,T000326,Roti Sardencis,
763,T000326,Roti Kari Ayam,
764,T000327,Croissant Cokelat,
765,T000327,Danis Kismis,
766,T000328,Flax Sead,
767,T000328,American Cheese,
768,T000329,Tawar Besar,
769,T000329,Tawar Kupas Kulit,
770,T000330,Tawar Kupas Kulit,
771,T000330,Tawar Casino,
772,T000331,Croissant Butter,
773,T000331,Croissant Cokelat,
774,T000332,Roti Coffee,
775,T000332,Roti Mocca,
776,T000332,Roti Srikaya,
777,T000333,Roti Melon,
778,T000333,Roti Polo Cokelat,
779,T000334,Tawar Kupas Kulit,
780,T000334,Tawar Besar,
781,T000335,Roti Sisir,
782,T000335,Roti Mocca,
783,T000336,Roti Panggang,
784,T000336,Roti Cokelat Dream,
785,T000337,Roti Kelapa,
786,T000337,Roti Sardencis,
787,T000338,Roti Tuna,
788,T000338,Roti Kari Ayam,
789,T000339,Roti Pisang Cokelat,
790,T000339,Roti Abon Ayam,
791,T000340,Tawar Gandum,
792,T000340,Tawar Kupas Kulit,
793,T000341,Flax Sead,
794,T000341,American Cheese,
795,T000342,Croissant Cokelat,
796,T000342,Danis Kismis,
797,T000343,Tawar Kupas Kulit,
798,T000343,Tawar Besar,
799,T000344,Roti Srikaya,
800,T000344,Roti Polo Cokelat,
801,T000345,Roti Kacang Merah,
802,T000345,Roti Abon Ayam,
803,T000346,Roti Cokelat,
804,T000346,Roti Mocca,
805,T000347,Roti Coffee,
806,T000347,Roti Mocca,
807,T000347,Roti Srikaya,
808,T000348,Roti Burger,
809,T000348,Roti Hotdog,
810,T000349,Roti Panggang,
811,T000349,Tawar Kupas Kulit,
812,T000349,Roti Hotdog,
813,T000350,Roti Coffee,
814,T000350,Roti Kacang Merah,
815,T000351,Tawar Kupas Kulit,
816,T000351,Tawar Besar,
817,T000352,Tawar Besar,
818,T000352,Tawar Kupas Kulit,
819,T000353,Tawar Kupas Kulit,
820,T000353,Tawar Casino,
821,T000354,Tawar Gandum,
822,T000354,Tawar Kismis,
823,T000355,Roti Kacang Merah,
824,T000355,Roti Kari Ayam,
825,T000356,Tawar Keju Cokelat,
826,T000356,Tawar Kupas Kulit,
827,T000357,Roti Burger,
828,T000357,Roti Hotdog,
829,T000358,Roti Panggang,
830,T000358,Roti Hotdog,
831,T000359,Roti Cokelat,
832,T000359,Roti Srikaya,
833,T000359,Roti Kacang Merah,
834,T000360,Tawar Besar,
835,T000360,Tawar Gandum,
