id_data,id_transaksi,item,tanggal
159,T000050,Gom,5/7/2019
160,T000050,Bye bye Fever,5/7/2019
161,T000050,Termorex Plus,5/7/2019
162,T000050,Wiros,5/7/2019
163,T000050,Dexaharsen,5/7/2019
164,T000050,Mucos,5/7/2019
165,T000050,FG Troches,5/7/2019
166,T000050,Licofel,5/7/2019
167,T000050,Neuralgin,5/7/2019
168,T000050,Amoxcillin,5/7/2019
169,T000050,Asmet,5/7/2019
170,T000050,Cetirizin,5/7/2019
171,T000050,Dextral,5/7/2019
172,T000050,Masker,5/7/2019
173,T000050,Betadine,5/7/2019
174,T000050,Cataflam,5/7/2019
175,T000050,Caviplex,5/7/2019
176,T000050,Asammefe,5/7/2019
177,T000050,Fasidol Forte,5/7/2019
178,T000050,Vitacimin,5/7/2019
179,T000050,Polofar Plus,5/7/2019
180,T000050,Combantrin,5/7/2019
181,T000050,CDR,5/7/2019
182,T000050,Osmigra,5/7/2019
183,T000050,Berlocid,5/7/2019
184,T000050,Triocid,5/7/2019
185,T000051,Visine,5/8/2019
186,T000051,Sanmol,5/8/2019
187,T000051,Masker,5/8/2019
188,T000051,Nacl,5/8/2019
189,T000051,RL,5/8/2019
190,T000051,Alleron,5/8/2019
191,T000051,Hufagesic,5/8/2019
192,T000051,Bodrex,5/8/2019
193,T000051,Solinfec,5/8/2019
194,T000051,Amoxcillin,5/8/2019
195,T000051,Pimtrakol,5/8/2019
196,T000051,PCT,5/8/2019
197,T000051,Andalan,5/8/2019
198,T000051,Recho,5/8/2019
199,T000051,Mycoral,5/8/2019
200,T000051,Ambroxol,5/8/2019
201,T000051,Grantusif,5/8/2019
202,T000051,Hufagrip,5/8/2019
203,T000051,Vitacimin,5/8/2019
204,T000051,Mylanta,5/8/2019
205,T000051,Cetirizin,5/8/2019
206,T000051,Teosal,5/8/2019
207,T000051,Tespek,5/8/2019
208,T000052,FG Troches,5/9/2019
209,T000052,Fresh Care,5/9/2019
210,T000052,Balsem Lang,5/9/2019
211,T000052,Neurobion Force,5/9/2019
212,T000052,RL,5/9/2019
213,T000052,Osmigra,5/9/2019
214,T000052,Amoxcillin,5/9/2019
215,T000052,Paracetamol,5/9/2019
216,T000052,Farsifen,5/9/2019
217,T000052,Promag,5/9/2019
218,T000052,Komix Herbal,5/9/2019
219,T000052,Bodrex,5/9/2019
220,T000052,Antangin,5/9/2019
221,T000052,Tespek,5/9/2019
222,T000052,Masker,5/9/2019
223,T000052,Pimtrakol,5/9/2019
224,T000052,Sakatonik ABC,5/9/2019
225,T000052,Bufacort,5/9/2019
226,T000052,Mycoral,5/9/2019
227,T000052,Peditok,5/9/2019
228,T000052,PCT,5/9/2019
229,T000052,Betasone,5/9/2019
230,T000052,Ever-E,5/9/2019
231,T000052,Ambroxol,5/9/2019
232,T000052,Nesaprotifed,5/9/2019
233,T000052,Vitacimin,5/9/2019
234,T000052,Bye bye Fever,5/9/2019
235,T000052,Andalan,5/9/2019
236,T000052,Mylanta,5/9/2019
237,T000052,Fitkom,5/9/2019
238,T000052,Solinfec,5/9/2019
239,T000052,Flukadex,5/9/2019
240,T000052,Dexteem,5/9/2019
241,T000052,Siladex,5/9/2019
242,T000052,Hufagrip,5/9/2019
243,T000052,Bedak Bedak Herocyn,5/9/2019
244,T000053,Grafachlor,5/10/2019
245,T000053,Nestacort,5/10/2019
246,T000053,Sucralfate,5/10/2019
247,T000053,Lokev,5/10/2019
248,T000053,Baby Cough,5/10/2019
249,T000053,Teosal,5/10/2019
250,T000053,Farizol,5/10/2019
251,T000053,Sanmol,5/10/2019
252,T000053,Alphamol,5/10/2019
253,T000053,Strepsil,5/10/2019
254,T000053,Vitacimin,5/10/2019
255,T000053,Bodrex,5/10/2019
256,T000053,Magtral,5/10/2019
257,T000053,Livron,5/10/2019
258,T000053,Caviplex,5/10/2019
259,T000053,Gom,5/10/2019
260,T000053,Flukadex,5/10/2019
261,T000053,Grathazone,5/10/2019
262,T000053,Pimtrakol,5/10/2019
263,T000053,Grantusif,5/10/2019
264,T000053,Dexteem,5/10/2019
265,T000053,Betasone,5/10/2019
266,T000053,Piroxicam,5/10/2019
267,T000053,Dexaharsen,5/10/2019
268,T000053,Hufagrip,5/10/2019
269,T000053,Kasa Steril,5/10/2019
270,T000053,Kapas,5/10/2019
271,T000053,Neurobion Force,5/10/2019
272,T000053,Colidium,5/10/2019
